id,production_company
11322,Tribeca Productions
11322,Misher Films
4982,Imagine Entertainment
4982,Universal Pictures
4982,Scott Free Productions
4982,Relativity Media
4982,Film Rites
36955,Twentieth Century Fox Film Corporation
36955,Lightstorm Entertainment
18487,Columbia Pictures
18487,Escape Artists
18487,Scott Free Productions
18487,Relativity Media
18487,Metro-Goldwyn-Mayer (MGM)
39451,Paramount Pictures
39451,Universal Pictures
39451,Everyman Pictures
39451,Relativity Media
39451,Dreamworks Pictures
39451,Tribeca Productions
27581,Columbia Pictures
27581,Gary Sanchez Productions
9268,Kopelson Entertainment
9268,Warner Bros.
68718,Columbia Pictures
68718,The Weinstein Company
10545,Walt Disney Pictures
11688,Walt Disney Pictures
11688,Walt Disney Feature Animation
76163,Nu Image Films
76163,Millennium Films
2059,Walt Disney Pictures
2059,Jerry Bruckheimer Films
2059,Saturn Films
2059,Junction Entertainment
2486,Ingenious Film Partners
2486,Twentieth Century Fox Film Corporation
2486,Dune Entertainment
2486,Major Studio Partners
2486,Fox 2000 Pictures
2486,Davis Entertainment
2486,Mid Atlantic Films
16523,Village Roadshow Pictures
16523,Legendary Pictures
16523,Playtone
16523,Wild Things Productions
16523,Warner Bros.
116711,Blue Sky Studios
116711,Twentieth Century Fox Animation
37710,Columbia Pictures
37710,Spyglass Entertainment
37710,Peninsula Films
37710,StudioCanal
37710,Sony Pictures Releasing
37710,GK Films
37710,Sony Pictures Worldwide Acquisitions (SPWA)
37710,Italian Tax Credit
37710,Birnbaum/Barber
37710,Cineroma SRL
37710,French Tax Credit
9946,Beacon Communications
1372,Bedford Falls Productions
1372,Lonely Film Productions GmbH & Co. KG.
1372,Virtual Studios
1372,Spring Creek Productions
1372,Warner Bros.
1372,Initial Entertainment Group (IEG)
1372,Liberty Pictures
106646,Paramount Pictures
106646,Appian Way
106646,EMJAG Productions
106646,Red Granite Pictures
106646,Sikelia Productions
414,Warner Bros.
414,Polygram Filmed Entertainment
563,TriStar Pictures
563,Touchstone Pictures
563,Big Bug Pictures
83542,Anarchos Productions
83542,X-Filme Creative Pool
83542,Ascension Pictures
83542,ARD Degeto Film
83542,Cloud Atlas Productions
83542,Five Drops
83542,Media Asia Group
83542,Dreams of Dragon Picture
41216,Village Roadshow Pictures
41216,Warner Bros.
41216,Animal Logic
41216,Cruel and Unusual Films
314,Village Roadshow Pictures
314,DiNovi Pictures
314,Warner Bros.
314,Frantic Films
314,Maple Shade Films
314,Catwoman Films
184315,Paramount Pictures
184315,Metro-Goldwyn-Mayer (MGM)
184315,Radical Studios
184315,Flynn Picture Company
9016,Walt Disney Pictures
9016,Walt Disney Feature Animation
18162,Universal Pictures
18162,Mosaic Media Group
18162,Relativity Media
18162,Sid & Marty Krofft Pictures
138103,Davis-Films
138103,Nu Image Films
138103,LionsGate
138103,Millennium Films
138103,Ex3 Productions
138103,Fipex Holding
257088,Studio Babelsberg
257088,Alcon Entertainment
257088,DMG Entertainment
257088,Ehman Productions
10214,New Line Cinema
10214,Pathé Distribution
205775,Imagine Entertainment
205775,Spring Creek Productions
205775,Warner Bros.
205775,Roth Films
205775,K. JAM Media
205775,Cott Productions
205775,Surf Film
205775,"Enelmar Productions, A.I.E."
11692,Village Roadshow Pictures
11692,Castle Rock Entertainment
11692,NPV Entertainment
11692,Mel's Cite du Cinema
22972,Universal Pictures
22972,StudioCanal
22972,Dentsu
22972,Relativity Media
22972,Working Title Films
227973,Blue Sky Studios
227973,Twentieth Century Fox Animation
29193,Jean Doumanian Productions
29193,Sweetland Films
29193,Magnolia Films
29193,Jasmine Productions Inc.
1734,Universal Pictures
1734,Alphaville Films
1734,Imhotep Productions
3131,Miramax Films
3131,Initial Entertainment Group (IEG)
3131,Alberto Grimaldi Productions
76758,Beijing New Picture Film Co. Ltd.
76758,EDKO Film
76758,New Picture Company
9408,Columbia Pictures
9408,Sony Pictures Animation
9890,Paramount Pictures
9890,De Line Pictures
9890,DreamWorks Pictures
855,Jerry Bruckheimer Films
855,Revolution Studios
855,Scott Free Productions
77953,Everyman Pictures
77953,Gary Sanchez Productions
77953,Warner Bros.
77953,Location Gourmet
18,Columbia Pictures
18,Gaumont
37786,New Line Cinema
37786,Village Roadshow Pictures
37786,Home Box Office (HBO)
37786,HBO Films
10501,DreamWorks SKG
10501,DreamWorks Animation
57800,Blue Sky Studios
57800,Twentieth Century Fox Animation
150689,Walt Disney Pictures
150689,Genre Films
150689,Beagle Pug Films
150689,Allison Shearmur Productions
7980,WingNut Films
7980,DreamWorks SKG
7980,Key Creatives
7980,Film4
7980,Goldcrest Pictures
7980,New Zealand Large Budget Screen Production Grant
12,Pixar Animation Studios
122,WingNut Films
122,New Line Cinema
121,WingNut Films
121,New Line Cinema
121,The Saul Zaentz Company
68737,Legendary Pictures
68737,Thunder Road Pictures
68737,Outlaw Sinema
68737,Moving Picture Company (MPC)
68737,Pendle Mountain Productions
68737,China Film Co.
1995,Paramount Pictures
1995,Toho-Towa
1995,Mutual Film Company
1995,Lawrence Gordon Productions
1995,British Broadcasting Corporation (BBC)
1995,Marubeni
1995,Eidos Interactive
157353,Alcon Entertainment
157353,Syncopy
157353,DMG Entertainment
157353,Straight Up Films
331,Universal Studios
331,Amblin Entertainment
61791,Ingenious Film Partners
61791,Ingenious Media
61791,Twentieth Century Fox Film Corporation
61791,Dune Entertainment
61791,Dune Entertainment III
61791,Chernin Entertainment
61791,Big Screen Productions
8204,Paramount Pictures
8204,The Kennedy/Marshall Company
47964,Ingenious Media
47964,Twentieth Century Fox Film Corporation
47964,Dune Entertainment
47964,Mid Atlantic Films
47964,Big Screen Productions
47964,Temple Hill Entertainment
47964,TSG Entertainment
47964,Giant Pictures
47964,Origo Film Group
10733,Imagine Entertainment
10733,Touchstone Pictures
9806,Walt Disney Pictures
9806,Pixar Animation Studios
1408,Le Studio Canal+
1408,Laurence Mark Productions
1408,Metro-Goldwyn-Mayer (MGM)
1408,Carolco Pictures
32657,Ingenious Film Partners
32657,1492 Pictures
32657,Dune Entertainment
32657,Fox 2000 Pictures
32657,Sunswept Entertainment
32657,Dune Entertainment III
32657,Big Screen Productions
32657,TCF Vancouver Productions
607,Amblin Entertainment
607,Columbia Pictures Corporation
607,Parkes+MacDonald Image Nation
863,Pixar Animation Studios
44048,Twentieth Century Fox Film Corporation
44048,Scott Free Productions
44048,Firm Films
44048,Prospect Park
44048,Millbrook Farm Productions
5175,New Line Cinema
2655,DreamWorks SKG
2655,Twentieth Century Fox Film Corporation
2655,ImageMovers
22794,Columbia Pictures
22794,Sony Pictures Animation
8355,Blue Sky Studios
8355,Twentieth Century Fox Animation
116745,New Line Cinema
116745,Ingenious Media
116745,Twentieth Century Fox Film Corporation
116745,Samuel Goldwyn Films
116745,Big Screen Productions
116745,Red Hour Films
116745,TSG Entertainment
116745,Down Productions
4327,Columbia Pictures
1422,Vertigo Entertainment
1422,Media Asia Films
1422,Warner Bros.
1422,Initial Entertainment Group (IEG)
1422,Plan B Entertainment
10674,Walt Disney Pictures
10674,Walt Disney Feature Animation
7446,DreamWorks SKG
7446,Goldcrest Pictures
7446,Red Hour Films
7446,Internationale Filmproduktion Stella-del-Sud Second
65754,Columbia Pictures
65754,Scott Rudin Productions
65754,Film Rites
65754,Metro-Goldwyn-Mayer (MGM)
65754,Yellow Bird
65754,Ground Control
1572,Twentieth Century Fox Film Corporation
1572,Cinergi Pictures Entertainment
10528,Village Roadshow Pictures
10528,Silver Pictures
10528,Warner Bros.
10528,Internationale Filmproduktion Blackbird Dritte
10528,Wigram Productions
271969,Paramount Pictures
271969,Metro-Goldwyn-Mayer (MGM)
271969,Sean Daniel Company
271969,LightWorkers Media
10865,Walt Disney Pictures
10865,Walt Disney Feature Animation
258509,Regency Enterprises
258509,Fox 2000 Pictures
258509,Sunswept Entertainment
258509,Bagdasarian Productions
258509,TSG Entertainment
2253,United Artists
2253,Achte Babelsberg Film
2253,Metro-Goldwyn-Mayer (MGM)
2253,Bad Hat Harry Productions
10661,Columbia Pictures
10661,Happy Madison Productions
10661,Sony Pictures Releasing
10661,Relativity Media
257344,Columbia Pictures
257344,Happy Madison Productions
644,DreamWorks SKG
644,Amblin Entertainment
644,Stanley Kubrick Productions
644,Warner Bros.
10756,Walt Disney Pictures
10756,Gunn Films
10756,Doom Buggy Productions
686,Warner Bros.
686,South Side Amusement Company
9383,Columbia Pictures Corporation
9383,Global Entertainment Productions GmbH & Company Medien KG
179,Universal Pictures
179,StudioCanal
179,Mirage Enterprises
179,Working Title Films
179,Misher Films
179,Motion Picture JOTA Produktions
76285,1492 Pictures
76285,Dune Entertainment
76285,Fox 2000 Pictures
76285,Sunswept Entertainment
76285,Dune Entertainment III
76285,TSG Entertainment
1996,Paramount Pictures
1996,Toho-Towa
1996,Mutual Film Company
1996,Lawrence Gordon Productions
1996,British Broadcasting Corporation (BBC)
1996,October Pictures
1996,Eidos Interactive
291805,Summit Entertainment
291805,Lionsgate
291805,K/O Paper Products
291805,TIK Films
10003,Paramount Pictures
10003,Mace Neufeld Productions
10003,Rysher Entertainment
1535,Universal Pictures
1535,Metropolitan Filmexport
1535,Toho-Towa
1535,Red Wagon Productions
1535,Beacon Communications
1535,Kalima Productions GmbH & Co. KG
2067,Spyglass Entertainment
2067,The Jacobson Company
2067,Touchstone Pictures
2067,Red Horizon Productions
46195,Blue Sky Studios
46195,Twentieth Century Fox Animation
2277,Laurence Mark Productions
2277,1492 Pictures
2277,Columbia Pictures Corporation
2277,Touchstone Pictures
2277,Radiant Productions
10357,Twentieth Century Fox Film Corporation
4477,Columbia Pictures
8665,Paramount Pictures
8665,Intermedia Films
8665,National Geographic Society
8665,New Regency Pictures
8665,Palomar Pictures (II)
8665,First Light Production
9387,Universal Pictures
9387,Dino De Laurentiis Company
921,Miramax Films
921,Imagine Entertainment
921,Universal Pictures
921,Parkway Pictures (I)
921,Touchstone Pictures
49852,Vnesheconombank
49852,Nutcracker Holdings
49852,HCC Media Group
49852,Russian Roulette Ltd.
4464,Universal Pictures
4464,Spyglass Entertainment
4464,The Kennedy/Marshall Company
4464,DreamWorks Pictures
4464,Touchstone Pictures
664,Universal Pictures
664,Amblin Entertainment
664,Warner Bros.
664,Constant c Productions
8358,DreamWorks SKG
8358,Twentieth Century Fox Film Corporation
8358,Playtone
8358,ImageMovers
9836,Kennedy Miller Productions
9836,Animal Logic
2502,Universal Pictures
2502,The Kennedy/Marshall Company
2502,Hypnotic
2502,Motion Picture THETA Produktionsgesellschaft
2502,Ludlum Entertainment
9772,Columbia Pictures Corporation
9772,Beacon Communications
9772,Radiant Productions
161,Village Roadshow Pictures
161,Section Eight
161,NPV Entertainment
161,Jerry Weintraub Productions
161,Warner Bros.
161,WV Films II
52451,Impact Pictures
52451,Studio Babelsberg
52451,Nouvelles Éditions de Films (NEF)
52451,New Legacy
52451,Constantin Film Produktion
76492,Columbia Pictures
76492,Sony Pictures Animation
4523,Walt Disney Pictures
4523,Josephson Entertainment
4523,Andalasia Productions
4523,Right Coast Productions
59961,Universal Pictures
59961,Dentsu
59961,Relativity Media
59961,Bluegrass Films
10481,Walt Disney Pictures
10481,Cruella Productions
59108,Universal Pictures
59108,Image Entertainment
59108,Relativity Media
59108,Rat Entertainment
1581,Columbia Pictures
1581,Universal Pictures
1581,Waverly Films
1581,Relativity Media
9798,Jerry Bruckheimer Films
9798,Scott Free Productions
9798,Touchstone Pictures
9798,No Such Productions
22897,Universal Pictures
22897,Scott Rudin Productions
22897,Waverly Films
22897,Dentsu
22897,Relativity Media
298,Village Roadshow Pictures
298,Section Eight
298,Jerry Weintraub Productions
298,Warner Bros.
7484,Sony Pictures Animation
157350,Summit Entertainment
157350,Red Wagon Entertainment
853,Paramount Pictures
853,Swanford Films
853,Mandalay Pictures
853,Little Bird
853,KC Medien
853,Reperage
853,DOS
853,MP Film Management
10159,Columbia Pictures
10159,Universal Pictures
10159,Strike Entertainment
10159,WWE Studios
10159,Misher Films
10159,IM3 Entertainment
9593,Columbia Pictures Corporation
9593,Oak Productions
1904,DreamWorks SKG
1904,Spyglass Entertainment
1904,Columbia Pictures Corporation
1904,Red Wagon Productions
9615,Universal Pictures
51052,Columbia Pictures
51052,Aardman Animations
51052,Sony Pictures Animation
297,Universal Pictures
297,City Light Films
9884,David Foster Productions
9884,Bel Air Entertainment
9884,Warner Bros.
9884,Hacienda Productions
16858,Twentieth Century Fox Film Corporation
16858,Columbia Pictures Corporation
62764,Relativity Media
62764,Misher Films
62764,Yucaipa Films
62764,Goldmann Pictures
62764,Rat Entertainment
62764,Misha Films
22538,Universal Pictures
22538,Marc Platt Productions
9341,Paramount Pictures
9341,David Foster Productions
9341,Horsepower Films
9341,LivePlanet
9341,Core Productions
9341,Munich Film Partners New Century & Company (MFP) Core Productions
12107,Imagine Entertainment
12107,Universal Pictures
9637,Atlas Entertainment
9637,Mosaic Media Group
9637,Warner Bros.
49049,DNA Films
49049,Reliance BIG Entertainment
49049,IM Global
49049,Rena Film
49049,Peach Trees
9339,Original Film
9339,Columbia Pictures Corporation
9339,Revolution Studios
9339,Happy Madison Productions
16281,Warner Bros.
16281,Creepshow Films Inc.
16281,Laurel Entertainment Inc.
39691,Village Roadshow Pictures
8247,Dune Entertainment
8247,Hypnotic
8247,New Regency Pictures
11253,Universal Pictures
11253,Dark Horse Entertainment
11253,Lawrence Gordon Productions
11253,Mid Atlantic Films
11253,Relativity Media
11253,Internationale Filmproduktion Eagle
1949,Paramount Pictures
1949,Warner Bros.
1949,Phoenix Pictures
8452,Phoenix Pictures
310,Universal Pictures
310,Spyglass Entertainment
310,Shady Acres Entertainment
310,Pit Bull Productions
27578,Millennium Films
954,Paramount Pictures
954,Cruise/Wagner Productions
70160,Lionsgate
70160,Color Force
45243,Legendary Pictures
45243,Living Films
45243,Green Hat Films
45243,Warner Bros.
364,PolyGram Filmed Entertainment
364,Warner Bros.
7518,Pacific Data Images (PDI)
7518,DreamWorks Animation
11544,Walt Disney Pictures
11544,Walt Disney Feature Animation
9986,Paramount Pictures
9986,Kerner Entertainment Company
8656,Paramount Pictures
8656,DreamWorks SKG
8656,Zanuck/Brown Productions
8656,Manhattan Project
146216,DC Comics
146216,Di Bonaventura Pictures
146216,Summit Entertainment
146216,DC Entertainment
9291,Paramount Pictures
9291,Columbia Pictures Corporation
9291,MTV Films
9291,Happy Madison Productions
9291,Callahan Filmworks
55301,Fox 2000 Pictures
109418,Columbia Pictures
109418,Happy Madison Productions
109418,Sony Pictures Entertainment (SPE)
11665,Village Roadshow Pictures
11665,Atlas Entertainment
11665,Mosaic Media Group
11665,Mad Chance
11665,Warner Bros.
11665,WV Films IV
11665,Mel's Cite du Cinema
11665,Callahan Filmworks
6964,Columbia Pictures Corporation
6964,Waverly Films
6964,Warner Bros.
11324,Paramount Pictures
11324,Appian Way
11324,Phoenix Pictures
11324,Sikelia Productions
12193,New Line Cinema
12193,Spyglass Entertainment
12193,Type A Films
12193,Ott Medien
12193,Wild West Picture Show Productions
9928,Blue Sky Studios
9928,Twentieth Century Fox Animation
754,Paramount Pictures
754,Permut Presentations
754,WCG Entertainment Productions
754,Douglas/Reuther Productions
754,Touchstone Pictures
754,Krane Entertainment
10202,Walt Disney Pictures
10202,Happy Madison Productions
10202,Gunn Films
4147,DreamWorks SKG
4147,The Zanuck Company
4147,Twentieth Century Fox Film Corporation
50546,Columbia Pictures
50546,Happy Madison Productions
1701,Jerry Bruckheimer Films
1701,Kouf/Bigelow Productions
1701,Touchstone Pictures
1701,Hiett Designs of Las Vegas
1701,Runway Pictures Inc
13027,DreamWorks SKG
13027,K/O Paper Products
13027,Goldcrest Pictures
13027,KMP Film Invest
2289,Miramax Films
2289,Mirage Enterprises
2289,Castel Film Romania
2289,Bona Fide Productions
2289,Cattleya
20504,Alcon Entertainment
20504,Silver Pictures
9574,Walt Disney Pictures
9574,Great Oaks Entertainment
11618,DreamWorks
11618,Roth-Arnold Productions
2300,Warner Bros. Family Entertainment
2300,Northern Lights Entertainment
2300,Courtside Seats Productions
12096,Columbia Pictures
12096,International Production Company
12096,The Montecito Picture Company
12096,Robert Simonds Productions
12096,Metro-Goldwyn-Mayer (MGM)
10200,Twentieth Century Fox Film Corporation
10200,Dune Entertainment III
10200,Earth Canada Productions
10200,Hammerhead Productions
10200,3 Arts Entertainment
8834,Silver Pictures
8834,Warner Bros.
8834,Donner/Shuler-Donner Productions
